Number,Gene Name
4696,OR51S1
4697,ABHD16A
4698,SLC6A2
4699,LRIT3
4700,MFSD9
4701,OR2A14
4702,RNF133
4703,OR4D10
4704,GPR33
4705,OR4F17
4706,COX11
4707,TMEM183BP
4708,POR
4709,PAQR9
4710,NRP1
4711,VSTM4
4712,MAS1
4713,B3GAT1
4714,MOG
4715,LPAR6
4716,SCN4B
4717,FAM163B
4718,TVP23A
4719,ITPR2
4720,MRGPRX2
4721,FAM200A
4722,ZDHHC12
4723,CYP2U1
4724,OR4X2
4725,GRIK4
4726,SLC1A1
4727,MCUB
4728,GPR143
4729,TRGC2
4730,SLC26A2
4731,THBD
4732,ATL3
4733,MUC12
4734,GABRA2
4735,IL18R1
4736,IMMP2L
4737,OR4Q2
4738,PAG1
4739,KIR3DL1
4740,COQ8B
4741,GINM1
4742,PCNX1
4743,GFY
4744,LRFN2
4745,CD2
4746,KCNK1
4747,TMEM220
4748,SLC4A2
4749,GSG1L2
4750,CHRNB4
4751,PDE3A
4752,TMEM243
4753,TMEM145
4754,PGAP1
4755,PCDHA2
4756,DUOX1
4757,SEMA4C
4758,SLC22A17
4759,LAPTM5
4760,GOLGA5
4761,SLC12A1
4762,LVRN
4763,SEL1L2
4764,OR2L8
4765,EIF2AK3
4766,TSPAN19
4767,CYP4F12
4768,MTNR1A
4769,DNAJC22
4770,ITGA7
4771,CD40LG
4772,TMEM40
4773,SYNGR3
4774,GPR146
4775,SLCO5A1
4776,TMEM132D
4777,BTNL2
4778,TMEM259
4779,SLC18A1
4780,SLC22A5
4781,PVRIG
4782,TMEM219
4783,SLC52A2
4784,ITGA1
4785,DAGLB
4786,PCDHGA11
4787,TMEM38A
4788,KCNT1
4789,BCAM
4790,ST8SIA1
4791,OR2B3
4792,NPR1
4793,SLC9A7
4794,OR4A4P
4795,SGMS1
4796,FAR1
4797,AGPAT2
4798,NRM
4799,SLC35C1
4800,ERVV-2
4801,TMEM14B
4802,WFS1
4803,CLN3
4804,HS6ST2
4805,JPH4
4806,TMEM44
4807,OR6C74
4808,CD40
4809,SPATA31A6
4810,KCNH5
4811,ZP2
4812,ABCC2
4813,OR4A8
4814,VSIG10L2
4815,CHST15
4816,CNTNAP3B
4817,TMEM225
4818,TNFRSF19
4819,GALR3
4820,BTC
4821,SGCG
4822,GUCY2F
4823,CD53
4824,TRA
4825,MT-ND6
4826,FIS1
4827,DNAJB14
4828,CXCR1
4829,KCNK18
4830,MMP15
4831,MAN1A1
4832,ALG10B
4833,PGAM5
4834,IGSF9
4835,JAML
4836,ASIC1
4837,TRPM3
4838,OR2C3
4839,MOGAT1
4840,BMPR1A
4841,EMB
4842,SLC10A1
4843,TMEM151B
4844,AGPAT3
4845,KCNJ18
4846,CHST10
4847,PEMT
4848,TMEM59L
4849,ZDHHC8
4850,TMEM14C
4851,BACE1
4852,SLC39A2
4853,SEC62
4854,ADCY5
4855,VRK2
4856,TNFRSF10A
4857,CHRNB2
4858,TMEM91
4859,TMEM181
4860,NFAM1
4861,SCN9A
4862,ENTPD8
4863,BRAWNIN
4864,LRFN4
4865,ADCK5
4866,TMDD1
4867,OR2A12
4868,TCTN2
4869,OR1N1
4870,NALCN
4871,MGAT3
4872,TMEM191A
4873,ZGRF1
4874,KCNA2
4875,C4orf3
4876,OPRM1
4877,SLC52A3
4878,SLC10A6
4879,SPATA31A7
4880,TMIE
4881,OR13H1
4882,SPPL3
4883,CBARP
4884,OR5K3
4885,ADGRG5
4886,CHST12
4887,SPN
4888,SLCO1B3
4889,SGCZ
4890,GLT6D1
4891,PCSK4
4892,ABCB1
4893,CD37
4894,GABRR2
4895,ADGRG6
4896,TBXA2R
4897,OR51G1
4898,BNIP3L
4899,APP
4900,TMEM68
4901,IL12RB1
4902,RAMP3
4903,TMEM144
4904,TMEM158
4905,NOMO1
4906,CNTNAP3
4907,TMEM229A
4908,SLC14A1
4909,RNF183
4910,ITGA2B
4911,PRLHR
4912,GLRA3
4913,CD6
4914,HLA-DOA
4915,NPY1R
4916,SLITRK4
4917,GLT8D1
4918,MUL1
4919,FNDC5
4920,KIT
4921,VLDLR
4922,MAOB
4923,LMTK3
4924,ORMDL2
4925,CACNA2D3
4926,CHSY3
4927,MMEL1
4928,FUT9
4929,SDHD
4930,SELENOI
4931,THSD7B
4932,BNIP1
4933,LINC00052
4934,SLC31A2
4935,OR11H7
4936,SLC9B1P1
4937,OR2Z1
4938,ATP13A3
4939,CCR2
4940,PRTG
4941,EPHX3
4942,VSIG4
4943,UNC79
4944,CACNA1E
4945,OR4N5
4946,LEMD1
4947,UGT1A4
4948,NCKAP1L
4949,RDH16
4950,NUS1
4951,Q4G0T1
4952,GRAMD1C
4953,UNC5D
4954,SLC12A9
4955,OR8D1
4956,CLEC6A
4957,ALG10
4958,GRIN1
4959,CSF1
4960,SIGLEC15
4961,TXNDC11
4962,ZFPL1
4963,PSD2
4964,NGFR
4965,AQP9
4966,SEC22B
4967,LILRA5
4968,SLC25A53
4969,TMEM212
4970,ASIC5
4971,AMHR2
4972,DUOXA2
4973,APRG1
4974,ADCY6
4975,GPR158
4976,TMEM53
4977,PCDHA9
4978,OR2G2
4979,TRPV6
4980,B3GAT3
4981,PERP
4982,SMIM28
4983,SIGLEC5
4984,XKRY
4985,SLC16A2
4986,TMC8
4987,APOLD1
4988,TMEM213
4989,CHRNG
4990,CUZD1
4991,TNFRSF1A
4992,TMEM209
4993,LRFN3
4994,SYT4
4995,SUSD6
4996,TRARG1
4997,IL12RB2
4998,MGAT5
4999,PCDHA7
5000,OR11H1
5001,KCNJ2
5002,ABCA4
5003,RNF149
5004,PTPRZ1
5005,LINC00862
5006,ARMCX1
5007,SLC1A6
5008,B3GALT9
5009,MAL
5010,CD84
5011,LILRB4
5012,SLC39A4
5013,TMEM245
5014,SMIM27
5015,OR13A1
5016,OR4X1
5017,FLVCR2
5018,EFNB1
5019,APLP2
5020,SLC18A3
5021,STRA6
5022,OR8U9
5023,SLC35E2B
5024,SUSD5
5025,PCDHGA4
5026,MTARC1
5027,CATSPERG
5028,SELL
5029,CHRNA2
5030,SLC16A6
5031,OPA1
5032,OR10H5
5033,ABCD2
5034,SLCO6A1
5035,SLC35G6
5036,OR5T1
5037,GPR15
5038,AVL9
5039,UPK3BL2
5040,ATP10B
5041,BRI3
5042,NOX4
5043,SVOPL
5044,TRAF3IP3
5045,OR4D6
5046,VASN
5047,SPTY2D1OS
5048,HTR3E
5049,DCBLD1
5050,SLC9A4
5051,CHODL
5052,ANO4
5053,PIGU
5054,BCAP31
5055,NCR3LG1
5056,GPR139
5057,PRPH2
5058,CD44
5059,GDE1
5060,PCDHGA7
5061,SLC17A8
5062,HYAL4
5063,PLB1
5064,PPM1L
5065,TSPAN8
5066,ACVR2A
5067,SLC46A1
5068,CDS2
5069,CLDN7
5070,TEX264
5071,ST8SIA3
5072,PCDHA4
5073,DPY19L1
5074,EPHA3
5075,RGR
5076,KASH5
5077,TPTE2
5078,KCNH6
5079,ENTPD2
5080,MEGF11
5081,SLC26A7
5082,OR2T5
5083,ERBB2
5084,APH1A
5085,CMTM2
5086,SPEM2
5087,TAS2R41
5088,OR6S1
5089,TMEM270
5090,P2RY13
5091,LHFPL2
5092,F2R
5093,AMIGO3
5094,PIGZ
5095,SSTR2
5096,BPNT2
5097,ENTPD1
5098,B4GALT6
5099,ALG3
5100,OR4E1
5101,CYP26C1
5102,SLC49A4
5103,GGCX
5104,CELSR2
5105,PIEZO1
5106,ADCY7
5107,CD5
5108,FZD7
5109,SLC16A7
5110,EMCN
5111,SLC6A5
5112,STX8
5113,YIPF7
5114,VAPB
5115,UGT1A7
5116,RHBG
5117,AQP5
5118,TMEM167B
5119,GHRHR
5120,Q8N9W7
5121,TIMM17B
5122,GPR39
5123,VSIR
5124,TMCC3
5125,MRGPRX1
5126,PXMP4
5127,TMEM199
5128,GABRE
5129,CCDC25
5130,CRHR2
5131,SCN8A
5132,ADCY8
5133,TM4SF19
5134,ACVR2B
5135,LMBRD2
5136,SEMA5B
5137,SLC37A4
5138,GPR180
5139,PCDH11X
5140,MBOAT7
5141,ITPRIP
5142,OR5T3
5143,TRPM8
5144,TNFSF12
5145,RNF24
5146,TPST1
5147,TLCD4
5148,SLC36A3
5149,FAM20B
5150,HCRTR1
5151,SCO1
5152,RHCE
5153,DYNAP
5154,CATSPERE
5155,GASK1B
5156,ADRA2C
5157,NOMO3
5158,GJC3
5159,OR2F2
5160,PODXL
5161,GPR107
5162,ADAM10
5163,CYBC1
5164,UBR4
5165,OR4M2B
5166,GABRQ
5167,SMIM21
5168,IGDCC3
5169,ARL6IP6
5170,DCHS1
5171,PLGRKT
5172,AGTRAP
5173,PTDSS2
5174,OPRL1
5175,TNFRSF9
5176,TNFRSF11A
5177,KIAA0319L
5178,TMEM63A
5179,KCNK4
5180,KIR3DL3
5181,ENTPD4
5182,OR1M1
5183,RTL1
5184,CYSLTR1
5185,PAM
5186,GJB1
5187,FAM172BP
5188,MIP
5189,TMIGD3
5190,RHBDL1
5191,OR4C13
5192,RHBDD1
5193,B4GALNT1
5194,GPR151
5195,SLC25A25
5196,OR5V1
