Uniprot ID,Gene name,GTEx,Brain_RNA-Seq,HPA_RNA,HPA_IHC,HPA_Consensus,Tau Sum,scRNAseq Rank,scRNAseq Attribution,DT Mass Spec - Plasma,DT Mass Spec - CSF,DT Mass Spec - Neuron Culture,HPPP - Plasma,HPPP - CSF,iPSC Proteomics,Guldbrandsen2014,Zhang2007,Macron2018,Schutzer2010,Begcevic2016,Thompson2020,Muraoka2020,Thompson2018,Chiasserini2014,Sum in Mass Spec,Transmembrane
Q9GZN0,GPR88,0.8691446627918373,0.7649361735488731,0.9230584513915076,0.0,0.8529947817756538,3.4101340695078717,11422,2.611739906604936e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,True
Q8N3F9,GPR137C,0.8058862193147268,0.8100938405330136,0.8449936472469088,0.0,0.922676823211447,3.3836505303060966,1280,0.0003770040285855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,True
O60320,FAM189A1,0.7771513909014556,0.7972139492682657,0.9286950171379316,0.0,0.8538855973213121,3.356945954628965,395,0.0010144771237499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,True
Q8WXH2,JPH3,0.9443722471850409,0.8057018695467604,0.9834278250959481,0.0,0.5838951578370419,3.3173970996647917,2341,0.0002211535624925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,True
Q4W5P6,SMIM43,0.8900694890469262,0.8171016871724566,0.9906086652217423,0.0,0.9054576831847889,3.6032375246259143,23000,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,True
Q9BXU9,CALN1,0.9277294720584286,0.8109465623562839,0.8985513239156402,0.7843621223681575,0.3474165360653421,3.7690060167638526,372,0.0010575778861348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,True
Q16515,ASIC2,0.917215953145808,0.8923234758501485,0.9339856157653342,1.0000000000000009,0.2664950762068804,4.010020120968172,255,0.0014039250696743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,True
Q99726,SLC30A3,0.872880140271254,0.7375282895645776,0.9441526447198536,0.9951551992997587,0.4410054483717919,3.990721722227236,2587,0.0002019491258271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,True
P31644,GABRA5,0.9693305769254124,0.9159459380362387,0.9658779176919094,0.0,0.9507869568405553,3.8019413894941154,1847,0.0002748874165633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,True
Q8NCM2,KCNH5,0.9798574197360739,0.8330084274763055,0.9891660208875319,0.0,0.9576858200084111,3.7597176881083225,408,0.0009913898619532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,True
P47898,HTR5A,0.9994847596675687,0.9312317791057559,0.990266972390742,0.7105375974781568,0.17643725571236027,3.807958364354583,14077,1.2424713527167887e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,True
P46095,GPR6,0.9982520275102011,0.8378490267039378,0.9955086434365509,0.0,0.9029101051516917,3.7345198028023816,17362,3.574988291217347e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,True
Q8TBB6,SLC7A14,0.9685923541201416,0.8746642659667149,0.9484066834644236,0.0,0.9265381943160309,3.7182014978673106,925,0.0004977501670784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,True
P32245,MC4R,0.9579133364353754,0.7946991489865765,0.9312265070968591,0.6752980422450667,0.507284157371041,3.8664211921349185,20194,9.064588794121116e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,True
O43761,SYNGR3,0.8591814425142155,0.9276641071558771,0.8645414921859474,0.9881947990007364,0.24622649901276383,3.8858083398695404,1273,0.0003793231661501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,True
B1AL88,FAM155A,0.8791635824156265,0.7016802531249378,0.8819190179575929,1.0000000000000009,0.42492092107677837,3.8876837745749366,53,0.0031981926757618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,True
Q9BYT9,ANO3,0.9114472964383773,0.7404020810410201,0.9212708055774352,0.8603376614860709,0.2583056996517867,3.6917635441946905,446,0.0009285864098149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,True
A8MXK1,VSTM5,0.7109374097347694,0.767736158651692,0.8128519746568976,0.6958543123898725,0.6970553633633786,3.68443521879661,11759,2.402362355750444e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,True
Q8NBT3,TMEM145,0.9094540152729844,0.8419554154715942,0.8396648463776328,0.9811932376796423,0.37982188936794903,3.9520894041698025,2720,0.0001931693982332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,True
Q86SP6,GPR149,0.9853247307799022,0.8918796778148941,0.9842747276643894,0.0,0.8182597304575728,3.6797388667167588,3150,0.0001674209056029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,True
P0C2S0,CTXN2,0.9957573917708609,0.8551469061677177,0.973422897383993,0.7551953770548889,0.38582420300099535,3.9653467753784564,18281,2.390312749632942e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,True
Q16445,GABRA6,0.9999108765149107,0.7649361735488731,0.9979116111303552,1.0000000000000009,0.21452267809497183,3.977281339289112,3361,0.0001578922468921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,True
O75311,GLRA3,0.9777792634777183,0.8863719677735038,0.9643046988807463,0.0,0.8213502608551408,3.649806190987109,860,0.0005384626081579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,True
Q6ZSA7,LRRC55,0.8612024295090392,0.7862678375317964,0.88971886352255,0.6578574703673608,0.4499738073197006,3.6450204082504474,13549,1.4684308162681385e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,True
Q9NYM4,GPR83,0.8974341893015492,0.929833117873277,0.9267203799200052,0.0,0.8749092971951117,3.628896984289943,11531,2.5307041825862435e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,True
A6NDD5,SYNDIG1L,0.9276997270398796,0.8203823870788252,0.9643413403160344,0.0,0.9011792284737552,3.6136026829084944,7474,6.019532611075751e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,True
Q8IW70,TMEM151B,0.9635933293220982,0.734751820604058,0.958875410175411,0.0,0.5817247232416028,3.23894528334317,10473,3.2234223791028755e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,True
Q96PR1,KCNC2,0.9843326906575904,0.9349592011620134,0.9736723252677129,0.0,0.40700040864083764,3.2999646257281543,34,0.0035747317115117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,True
Q8TBG9,SYNPR,0.9896693282080349,0.9182981954718821,0.9608997576573103,1.0000000000000009,0.27448503191938006,4.143352313256608,131,0.0020438877098088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,True
P23416,GLRA2,0.9891359798997588,0.9304924236337149,0.9573942721755769,0.9469042258651806,0.6265636730097669,4.450490574583998,875,0.0005301150005679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,True
Q8IY50,SLC35F3,0.8552366326452305,0.8431234052000564,0.8843672608383154,0.0,0.6186816621688351,3.2014089608524374,108,0.002325514734636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,True
Q8N966,ZDHHC22,0.979558412640176,0.7183857238847116,0.9897405896298287,0.0,0.2762966846665056,2.963981410821222,5189,9.89613995518955e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,True
P54829,PTPN5,0.8794555834474282,0.895192667234455,0.9295902257030915,0.9664526099318503,0.8103519789204817,4.481043065237307,425,0.0009612774160343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,True
P48169,GABRA4,0.9559629837026724,0.8113725463439148,0.9566396863399848,0.0,0.155277529558977,2.879252745945549,633,0.000706056291973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,True
Q99928,GABRG3,0.9341137015091701,0.9282814000643723,0.9009690165437214,0.8840351346574145,0.8515837876409027,4.498983040415581,23,0.0041647340597815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,True
P18507,GABRG2,0.9957610672228883,0.9023101667600323,0.8289652806258189,0.0,0.14285001227461716,2.869886526883356,119,0.0021797071481159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,True
Q96EP9,SLC10A4,0.7118541687832018,0.9161554114335051,0.9560626498412782,0.0,0.2547671087760326,2.838839338834018,8876,4.539431474392789e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,True
Q9UQD0,SCN8A,0.8329576494575806,0.8775693595624938,0.8971879763831654,0.0,0.22497321956132105,2.8326882049645605,764,0.0005993073378188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,True
P48549,KCNJ3,0.8381816796407645,0.9217687596978801,0.7747742999925339,1.0000000000000009,0.9671699274281989,4.501894666759378,41,0.0034332786718902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,True
P48547,KCNC1,0.975533211427018,0.8948255111856145,0.9362492145156813,0.9878667355082421,0.7352560799619065,4.5297307525984625,1721,0.0002910417446346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,True
P48664,SLC1A6,0.9668768533041743,0.7375282895645776,0.9230149485029681,0.9523445568467469,0.9903021197364723,4.570066767954939,4650,0.0001129107731927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,True
Q8N4F7,RNF175,0.7397813042743661,0.7452631963608302,0.8140358564451289,0.0,0.3535020474061146,2.6525824044864397,1221,0.0003928436799936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,True
O95803,NDST3,0.9401414290737075,0.8015409723677169,0.9088785780010027,1.0000000000000009,0.9612192104770508,4.611780189919479,644,0.0006954537976255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,True
Q8N2C7,UNC80,0.93379679280832,0.8104282818986467,0.9448864607582597,1.0000000000000009,0.9760001177652489,4.665111653230476,517,0.0008187348288374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,True
O43749,OR1F1,0.9951342038269064,0.7972139492682657,0.9911293661188294,0.0,0.22510015102142944,3.008577670235431,23000,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,True
A4IF30,SLC35F4,0.9032193179368897,0.9157592346378836,0.9405734060709422,0.0,0.27373556424999557,3.033287522895711,977,0.0004744118011004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,True
Q9NZV8,KCND2,0.841385632959893,0.7413344032254073,0.8774308793761163,1.0000000000000009,1.0000000000000004,4.460150915561417,106,0.0023280113917671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,True
P35498,SCN1A,0.9743056350906982,0.8440892486776698,0.9704155620721473,0.0,0.9910553596963195,3.779865805536835,159,0.0018387417499444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,True
Q32ZL2,PLPPR5,0.9882448158427708,0.8375108447133639,0.9670444773736822,1.0000000000000009,0.3924803290536497,4.185280466983468,832,0.0005522209716224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,True
P41145,OPRK1,0.9647788628379148,0.95507051879897,0.9709987477741473,0.9807692307692316,0.2906434354122792,4.162260795592543,9513,3.955860841601963e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,True
O60359,CACNG3,0.9989914161600093,0.8846455641043544,0.9836961442341883,0.9917177584985895,0.3699430520091299,4.228993935006271,199,0.001619024512276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,True
Q6PIU1,KCNV1,0.979669576653426,0.8867101772645629,0.9113357992241004,0.0,0.2561972644317029,3.033912817573792,4786,0.0001094201831484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,True
Q09470,KCNA1,0.9509935332940314,0.7308857909267781,0.9612539760903743,1.0000000000000009,0.6143072672104163,4.257440567521601,7166,6.447516506500665e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,True
Q5HYL7,TMEM196,0.9598737682656511,0.8812999595228992,0.9335074413293438,0.0,0.2951033342375017,3.069784503355396,2011,0.0002549315333407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,True
Q969V1,MCHR2,0.998565597534933,0.8802082681108139,0.9881128683254861,0.0,0.1955337208957744,3.0624204548670075,3993,0.0001331040101666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,True
Q96JJ6,JPH4,0.7593874969270731,0.7028617221377025,0.8054428305385279,0.0,0.8932074021419508,3.160899451745254,228,0.0014940874475531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,True
Q6PI25,CNIH2,0.8495064603680179,0.7662947692260682,0.9431011185761202,0.0,0.5021869351225748,3.061089283292781,2516,0.0002067981539746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,True
Q86VH5,LRRTM3,0.9573822466062429,0.7284143020080225,0.9392796384575035,0.0,0.4336044155597101,3.058680602631479,194,0.0016489831776665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,True
Q7L8C5,SYT13,0.8484197297102972,0.9175591671784497,0.7538137485151202,0.8298728436903547,0.9435572818102292,4.2932227709044515,843,0.0005467990726388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,True
P48051,KCNJ6,0.983626651012091,0.9306694254988607,0.9786604160013285,0.0,0.15699198710426196,3.049948479616542,180,0.0017151349755393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,True
Q9P2U7,SLC17A7,0.8125404201445684,0.7789771688516594,0.9214475970203688,0.9870925434332463,0.8962465192550981,4.396304248704941,994,0.0004668503848977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,True
A6NNN8,SLC38A8,0.9778981640749966,0.7167368673225145,0.9721190109092169,0.0,0.3807346338544579,3.0474886761611857,14928,9.28694872668186e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,True
Q99680,GPR22,0.8869718320749362,0.8531849935326795,0.9488266955423121,0.0,0.35043883072295995,3.039422351872888,725,0.0006255476299527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,True
P42261,GRIA1,0.8701081603940105,0.843200184870023,0.9503048214073236,0.9671247828586267,0.9941836521024046,4.624921601632388,42,0.0034263811964594,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0,True
P14867,GABRA1,0.997691197433427,0.9138126203974877,0.9645239104740063,1.0000000000000009,0.8904679370371646,4.766495665342086,309,0.0012305586710583,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0,True
Q9P2U8,SLC17A6,0.9977458146092975,0.891132400578461,0.98038629529432,0.9627973878673358,0.28573348622985,4.117795384579264,1650,0.0003030258802457,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.0,True
Q9Y5I3,PCDHA1,0.9256562568475211,0.9194901152344596,0.9784048782364667,1.0000000000000009,0.0,3.823551250318448,19840,1.1133742082571836e-06,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,True
Q13224,GRIN2B,0.9857924201470462,0.9174392163642058,0.9930341726259747,1.0000000000000009,0.5169480901953556,4.413213899332583,5,0.0065723988358597,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0,True
Q86UE6,LRRTM1,0.8642808056362807,0.8112759871394791,0.9001398690102774,1.0000000000000009,0.27897211160452207,3.8546687733905602,4547,0.0001159195378424,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.0,True
Q99250,SCN2A,0.944761713645444,0.8517574391100426,0.9377677693027002,0.986430012377768,0.841288044081169,4.562004978517124,51,0.0032298169402766,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0,True
Q496J9,SV2C,0.9482322229471065,0.9434830177031678,0.9488282430513395,0.9930961046919783,0.6949292232757636,4.528568811669356,2020,0.0002534147153152,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.0,True
Q8WXS5,CACNG8,0.9576559998421421,0.8904308268190912,0.9749481116743016,1.0000000000000009,0.27491956391527683,4.097954502250813,302,0.0012617084288925,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0,True
Q86SQ6,ADGRA1,0.9786061881611674,0.7816995294580367,0.9633741672673041,0.9887507211399786,0.7210637254026325,4.433494331429119,4292,0.0001229292511912,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,True
Q7L1I2,SV2B,0.87070352140373,0.8651127955943758,0.9155065515842156,1.0000000000000009,0.944174080998415,4.595496949580737,384,0.0010452999374153,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.0,True
Q8IZT8,HS3ST5,0.9410536549385137,0.7470594621636439,0.9118333749492771,1.0000000000000009,0.35148298828771857,3.9514294803391543,1496,0.0003300862039499,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,True
Q08828,ADCY1,0.7236317673361112,0.7656692398145439,0.7834538111653249,0.0,0.0,2.2727548183159803,317,0.0012072463423537,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.0,True
Q86V35,CABP7,0.826483134886523,0.8203823870788252,0.9576438934255682,0.0,0.0,2.6045094153909165,14350,1.1316298563121308e-05,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0,True
Q5TF21,SOGA3,0.7203758380818188,0.7267992030549292,0.8657966842509306,0.0,0.1492111692647558,2.4621828946524342,3770,0.0001399516327609,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.0,True
Q9P1W3,TMEM63C,0.7825865925456947,0.7222550432873063,0.7931388624201404,0.0,0.9020734713141427,3.200053969567284,5008,0.0001034469939565,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.0,True
P41594,GRM5,0.9882023850636135,0.8209340810445893,0.9934649831405005,0.0,0.30233670127407813,3.1049381505227815,179,0.0017162332693063,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0,True
Q9H598,SLC32A1,0.9959181054478263,0.9482164576956336,0.99866214615335,0.987866735508242,0.8869069882825023,4.817570433087555,3422,0.0001550142462523,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,True
Q15878,CACNA1E,0.9323593978016373,0.8989984493310736,0.9601088548100642,0.0,0.9198680252432754,3.711334727186051,250,0.0014137605964132,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.0,True
Q9UM73,ALK,0.8289722251945214,0.8358302151234481,0.9525139407690273,0.8516385233017685,0.24056159019563755,3.709516494584403,664,0.0006774381022147,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0,True
B4DS77,SHISA9,0.8478436159271086,0.8198094304233725,0.7921642758884926,0.0,0.1347422031192354,2.5945595253582088,47,0.003332898842109,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0,True
Q14831,GRM7,0.9076269572913969,0.8347830924669282,0.8567572309290478,0.0,0.0,2.599167280687373,310,0.001229623928895,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,True
P17787,CHRNB2,0.9552080853066843,0.8015919118655159,0.9692388541146262,0.0,0.14512964076036558,2.8711684920471923,11976,2.2761068664297756e-05,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,True
Q7Z407,CSMD3,0.9396546964121137,0.7824173192129362,0.9837541414977602,0.0,0.9021947845702033,3.608020941693013,50,0.0032541940806263,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.0,True
P47775,GPR12,0.93335291755216,0.9080763914773464,0.9541755905116,0.0,0.26034024175550474,3.055945141296611,2824,0.0001853095853891,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.0,True
Q13002,GRIK2,0.8565901804071061,0.7764327045614726,0.8780050811201618,0.3445712495967354,0.19287186771508294,3.0484710834005595,3,0.0076446435424075,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0,True
P28472,GABRB3,0.8190172977482242,0.7456741491080262,0.7254431538574422,0.0,0.893458857388838,3.1835934581025307,181,0.0017014540697027,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,True
Q8N4V2,SVOP,0.978927286202517,0.9295580522889703,0.955434644023621,0.0,0.6335538775499726,3.497473860065081,765,0.0005990541388918,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,True
Q8N967,LRTM2,0.9940937490484119,0.7649361735488731,0.9999999999999992,0.0,0.7695793209694426,3.528609243566727,4921,0.0001056668685842,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2.0,True
Q2TBF2,WSCD2,0.7608514638116592,0.9130370510004688,0.8321961306264192,0.8651544564801754,0.25578946905469313,3.6270285709734162,1045,0.0004470629840139,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2.0,True
Q9H1V8,SLC6A17,0.9195700373059134,0.8019527512462099,0.9073812425191751,1.0000000000000009,0.4681460875741484,4.0970501186454475,2066,0.0002482846887233,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,True
Q96PZ7,CSMD1,0.9504020513172703,0.7985640818945795,0.9586351870803763,0.0,0.32087635814433946,3.0284776784365652,46,0.003339783748995,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2.0,True
Q9ULB5,CDH7,0.988955199173577,0.9375447815483342,0.9780180381353457,1.0000000000000009,0.3788706417556191,4.283388660612877,834,0.0005514914806181,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2.0,True
Q8TBE3,FNDC9,0.9516478987142544,0.8446108280778762,0.964680794872611,0.0,0.26119860089305136,3.0221381225577932,12456,2.004952072215736e-05,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2.0,True
P42263,GRIA3,0.7757349594063851,0.7653866134409959,0.7893644856350458,0.9736717260302211,0.73895469241337,4.0431124769260185,253,0.001404429625293,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2.0,True
Q9Y5F7,PCDHGC4,0.8200007422831843,0.9698098932246569,0.9455551024977608,0.0,0.38516614365554885,3.1205318816611505,22776,1.658079359199077e-07,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2.0,True
Q13255,GRM1,0.9766991255192339,0.852505338030187,0.9765792342265144,1.0000000000000009,0.1806060588826234,3.9863897566585593,206,0.0016001381597649,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2.0,True
P28335,HTR2C,0.9907824079257648,0.9324514105515078,0.9914567514577639,0.0,0.7501722414687017,3.664862811403738,1586,0.0003143350323616,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2.0,True
Q6U841,SLC4A10,0.971163027918635,0.8511195715476552,0.9482738594224964,0.7832959569920667,0.12686163661666197,3.6807140524975153,38,0.0035197003726579,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2.0,True
A7MBM2,DISP2,0.904236280892794,0.779411624199602,0.9067927202180749,0.0,0.17220257059356955,2.7626431959040403,3618,0.0001467209844339,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2.0,True
Q9NTI2,ATP8A2,0.9185952717322868,0.8597448242171747,0.9161430934283314,0.8379275600203144,0.35717835662763076,3.8895891060257384,262,0.0013758399416797,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2.0,True
Q9ULB4,CDH9,0.9817756863013709,0.942821094536085,0.8204034603487883,0.8868498544555601,0.18488235900561706,3.816732454647421,728,0.000622017040366,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2.0,True
Q8IZU9,KIRREL3,0.8695106336625308,0.7545707438841022,0.9076184036059075,0.8980413747490819,0.31929601474193114,3.7490371706435535,9,0.0059880672263238,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2.0,True
Q7Z2D5,PLPPR4,0.772706539120262,0.7221499708023913,0.8560243097859229,0.0,0.6570678966584217,3.007948716366998,426,0.0009605954244864,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2.0,True
P55286,CDH8,0.9494117619381355,0.8593274320090836,0.9172804585541369,1.0000000000000009,0.7504555657293842,4.476475218230741,205,0.0016006712257542,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,3.0,True
