Number,Gene Name, SCimilarity Attribution Score, Transmembrane Domain?
6284,WDR45,3.9475562153708455e-05,False
6285,DDOST,3.9470626328721925e-05,True
6286,CAMKV,3.946934942116571e-05,False
6287,KCNS3,3.946253591839496e-05,True
6288,DLEU7,3.945044886115069e-05,False
6289,ERGIC3,3.945026398973026e-05,True
6290,DTX3,3.941488726226727e-05,False
6291,UBAP2L,3.939279462808133e-05,False
6292,P2RY12,3.937161570160561e-05,True
6293,GAD2,3.9371296447033154e-05,False
6294,BCLAF3,3.934984723508094e-05,False
6295,PSMC6,3.9332106435462585e-05,False
6296,CAPN13,3.932206975202026e-05,False
6297,RNPS1,3.930885737244008e-05,False
6298,ZMPSTE24,3.93007722879404e-05,True
6299,RTF1,3.927352790776632e-05,False
6300,NEB,3.927349719035589e-05,False
6301,USP7,3.926306300809329e-05,False
6302,HSDL1,3.925662782947691e-05,False
6303,FBXW5,3.924981347142338e-05,False
6304,FYCO1,3.922252948318423e-05,False
6305,SPESP1,3.921442295123397e-05,False
6306,FBXO22,3.9204734908431005e-05,False
6307,RSBN1,3.918535285422977e-05,False
6309,ZNF100,3.917181039693929e-05,False
6310,RTCB,3.916586594286637e-05,False
6311,USP46,3.915187045260257e-05,False
6312,CABLES1,3.912620458327968e-05,False
6313,RPL11,3.911804789082508e-05,False
6314,AHNAK,3.9095781136830726e-05,False
6315,MIOS,3.909391600579215e-05,False
6316,GAS1,3.908636476747555e-05,False
6317,SRD5A1,3.908069487062119e-05,True
6318,SHARPIN,3.907980011053313e-05,False
6319,ZNF76,3.907835486479592e-05,False
6320,PPP1R12C,3.9077739855419136e-05,False
6321,ABR,3.9070756138083336e-05,False
6322,RBM15,3.906648978883253e-05,False
6323,ZFHX2,3.905407419113244e-05,False
6324,SEC16A,3.905369539063156e-05,False
6325,SLC9A3R2,3.904567248574624e-05,False
6326,RCHY1,3.904191724669415e-05,False
6327,DMAP1,3.903470916005931e-05,False
6328,FAM110B,3.902820302570474e-05,False
6329,RNF34,3.901625494414325e-05,False
6330,SRFBP1,3.90097897490366e-05,False
6331,ZNF444,3.900460590652353e-05,False
6332,TRIM26,3.898044952150034e-05,False
6333,CBX1,3.89761679102299e-05,False
6334,POPDC3,3.896265125947877e-05,True
6335,TBC1D30,3.895982887807472e-05,False
6336,HIF1AN,3.895694727965439e-05,False
6337,CAP1,3.895015863566056e-05,False
6338,TRPV5,3.894495447698904e-05,True
6339,TADA2A,3.894365937913002e-05,False
6340,PANK2,3.894072250529078e-05,False
6341,LZTFL1,3.8933288031112776e-05,False
6342,VCP,3.893102344636864e-05,False
6343,C9orf24,3.890891163156104e-05,False
6344,GSKIP,3.89076709172962e-05,False
6345,ZC3H4,3.889220894977514e-05,False
