Number,Gene Name
4697,PCDHA8
4698,FFAR3
4699,BTN3A1
4700,HHLA2
4701,VSIG10L
4702,SLC30A6
4703,PMIS2
4704,GGTA1
4705,SIGMAR1
4706,ISLR2
4707,EPHA8
4708,TMDD1
4709,SELP
4710,EPHA7
4711,STS
4712,PEX11B
4713,SMIM12
4714,FAM155B
4715,LRRC59
4716,SPATA31C1
4717,FPR2
4718,ICAM1
4719,SLC48A1
4720,OSMR
4721,ENTPD8
4722,RPRM
4723,GAL3ST2
4724,CLDN6
4725,AVPR1A
4726,CLN8
4727,AWAT2
4728,OR4E2
4729,OR8I2
4730,STARD3NL
4731,SLC16A10
4732,TPBGL
4733,ADGRF1
4734,SEMA6B
4735,CD302
4736,MCUR1
4737,IL10RB
4738,SORL1
4739,NKG7
4740,ALG10
4741,CTAGE6
4742,GPR132
4743,IGF1R
4744,OR2T34
4745,SSTR2
4746,TMEM50B
4747,ADGRL3
4748,RNF133
4749,FCGR1B
4750,SPATA25
4751,KLRC1
4752,CDH12
4753,KIR2DL3
4754,ATG9A
4755,TNFRSF13B
4756,SPNS1
4757,TMEM268
4758,DIO1
4759,KIAA1549L
4760,SLC30A10
4761,SLC5A8
4762,PTGER3
4763,CHST14
4764,RETREG2
4765,TMEM100
4766,SLC9A2
4767,CNTNAP3B
4768,MARCHF3
4769,PTK7
4770,RDH16
4771,BEST3
4772,OR6C68
4773,XK
4774,TRPC5
4775,ALG14
4776,HLA-DMB
4777,SLC30A5
4778,KCNQ1
4779,SCN9A
4780,SLC16A2
4781,LINGO1
4782,LMF2
4783,TMCC1
4784,MRAP2
4785,MGAT4D
4786,OR8G5
4787,TMEM219
4788,TRPV2
4789,TVP23C
4790,CD47
4791,LRRC70
4792,TENM1
4793,CTXN1
4794,PODXL2
4795,SLC7A6
4796,ATP9A
4797,DCST1
4798,ERAP1
4799,ERVK13-1
4800,SIRPA
4801,TLR3
4802,OR1B1
4803,LHFPL5
4804,KCNH2
4805,LTBR
4806,GLP2R
4807,KCNS1
4808,SLC39A5
4809,TMEM248
4810,CLDN25
4811,PLAAT3
4812,OLR1
4813,GABRG3
4814,TMEM169
4815,TMEM244
4816,OR1Q1
4817,RTN1
4818,TMEM86B
4819,CLN6
4820,OR2W6P
4821,PLD6
4822,P61567
4823,GDPD2
4824,OR4K2
4825,ENTPD2
4826,SSMEM1
4827,DHODH
4828,TMEM38A
4829,JPH4
4830,STYK1
4831,PRRT4
4832,UNC93A
4833,LRRC3C
4834,FZD4
4835,TNFRSF25
4836,SSR2
4837,MAN1C1
4838,SLC25A21
4839,SLC25A19
4840,LRRC8E
4841,ITPRIPL1
4842,SEC22B
4843,SMIM9
4844,GJB6
4845,SLC16A13
4846,SLC39A7
4847,TMEM109
4848,F2R
4849,HS3ST3A1
4850,ANTXR1
4851,CYBRD1
4852,PTDSS1
4853,OR1D4
4854,MS4A13
4855,CLEC4C
4856,GPR161
4857,ATP1B4
4858,SLC9A8
4859,TMPRSS13
4860,TSPAN3
4861,DPP6
4862,LINC00596
4863,GRM1
4864,SFT2D3
4865,OR56B4
4866,CCDC188
4867,ICOSLG
4868,NDUFB4
4869,KDELR2
4870,GDE1
4871,PRR7
4872,NKAIN2
4873,MT-ATP8
4874,PSEN2
4875,MXRA8
4876,OR51I2
4877,ATP9B
4878,ERVV-2
4879,TMEM150C
4880,TMEM88B
4881,B4GALT3
4882,KIR2DS4
4883,OR2V2
4884,KLRC3
4885,ANO4
4886,OR8G2P
4887,M6PR
4888,CD207
4889,ECE1
4890,SLC27A3
4891,TOMM7
4892,PCDHGA7
4893,CD70
4894,TMEM202
4895,CLDN4
4896,OR1J4
4897,TMEM35A
4898,VAMP4
4899,SLCO1B1
4900,ABCA10
4901,CD53
4902,TMEM126A
4903,TMEFF2
4904,SIT1
4905,EPHB4
4906,CD244
4907,MAN1A1
4908,CLDN14
4909,CLCN7
4910,SLC35A4
4911,TSPAN15
4912,SELENOS
4913,PECAM1
4914,RPN1
4915,SPAAR
4916,OR6C4
4917,SLC25A3
4918,CLMP
4919,EMC4
4920,TM7SF3
4921,GRIA3
4922,CDS2
4923,FAM172BP
4924,MFSD4B
4925,HSD11B1
4926,CLEC5A
4927,TNFRSF1B
4928,TMEM255A
4929,SLC35D1
4930,OR4K15
4931,OR12D2
4932,NDUFA13
4933,ESAM
4934,EFNB3
4935,HACD4
4936,POR
4937,MT-ND2
4938,KCNA3
4939,UBIAD1
4940,TRAM2
4941,IL17RC
4942,OR4M1
4943,HERPUD2
4944,FER1L6
4945,ST3GAL4
4946,NRXN2
4947,CCR3
4948,KCNJ2
4949,SLC35F5
4950,OR6C1
4951,CD274
4952,PCDHB13
4953,PCDHGA8
4954,SLC22A16
4955,SCAP
4956,PLXND1
4957,SLC17A5
4958,QSOX1
4959,GPR37
4960,AQP2
4961,SLC30A9
4962,GPAA1
4963,LINC00052
4964,CLDN15
4965,CYBB
4966,MTCH2
4967,TNFSF12
4968,TMEM132C
4969,SLC35F6
4970,CCDC136
4971,OR2T29
4972,SLCO2B1
4973,KCNH6
4974,TREM2
4975,RHOT1
4976,HTR1B
4977,PCSK4
4978,TNFRSF14
4979,ABHD16A
4980,GALR1
4981,SYT12
4982,SGCG
4983,C1orf115
4984,ZDHHC8
4985,EBP
4986,LRRTM4
4987,EFNB1
4988,APH1B
4989,SMIM22
4990,CNTNAP2
4991,HCN3
4992,GHRHR
4993,OR4D1
4994,ICAM3
4995,PEDS1
4996,CLIC1
4997,TCTA
4998,HLA-A
4999,TAS2R3
5000,PTPN5
5001,SLC39A14
5002,RNF186
5003,SSTR5
5004,OR5H8
5005,SLC30A4
5006,SLC25A5
5007,ASPH
5008,LPCAT2
5009,SLC35E1
5010,UQCRFS1
5011,SMIM18
5012,ADCK2
5013,GINM1
5014,NOTCH4
5015,DUOX2
5016,ADAM28
5017,TIE1
5018,PIGA
5019,B3GALNT2
5020,IGSF8
5021,TSPAN13
5022,TMEM145
5023,TRPM6
5024,CACNA1G
5025,TGFBR2
5026,P2RX7
5027,MALL
5028,ACSL1
5029,SYT3
5030,TMEM259
5031,ITGA7
5032,CNTNAP5
5033,RHBDD1
5034,CNGA2
5035,CLEC12B
5036,GALNT7
5037,ABCC1
5038,IFITM3
5039,HVCN1
5040,OR2G2
5041,AMHR2
5042,TM4SF5
5043,OR2J2
5044,TNFRSF13C
5045,SPATA31D4
5046,GPR50
5047,FITM1
5048,ASIC2
5049,OR13C3
5050,SEMA4C
5051,TPST2
5052,ATP2A2
5053,MS4A14
5054,NINJ1
5055,S1PR5
5056,TMEM191A
5057,TMEM207
5058,OR2B2
5059,ORMDL1
5060,MFSD13A
5061,OR6Y1
5062,TMEM150A
5063,SLC4A1
5064,ATP2C1
5065,ATP7B
5066,GDPD4
5067,C14orf132
5068,TMEM38B
5069,B4GALT2
5070,OR6V1
5071,OR14A16
5072,ATP8B1
5073,FRRS1L
5074,PEAR1
5075,STAB2
5076,SEC61G
5077,GPR42
5078,CD80
5079,FAM156A
5080,TRPM8
5081,OR4X2
5082,ASPHD1
5083,SLC16A14
5084,MT-CO2
5085,PARM1
5086,SLC9C1
5087,ERLIN2
5088,PLPP5
5089,ABCA7
5090,HS2ST1
5091,LAPTM4A
5092,GLG1
5093,CACNA1B
5094,LAX1
5095,GOSR2
5096,FZD1
5097,SDK2
5098,DSC1
5099,SPEM2
5100,SLC26A5
5101,ENTPD3
5102,ATP10D
5103,PCDHB8
5104,TAS2R45
5105,CMTM5
5106,TNFRSF10D
5107,TAS2R40
5108,GRIN3A
5109,SOAT1
5110,TMUB1
5111,CD180
5112,SPNS3
5113,CACNA1S
5114,CLDN18
5115,LRTM1
5116,REEP4
5117,COQ2
5118,TEX28
5119,ITGA4
5120,DLK2
5121,PIEZO1
5122,TLCD5
5123,ADAM17
5124,ATL2
5125,SCN11A
5126,SLC2A9
5127,OR52N1
5128,GABRA5
5129,ADAM32
5130,RPP38-DT
5131,LRFN3
5132,FOXRED1
5133,SORCS1
5134,PRRT1B
5135,MAN1B1
5136,SPATA31A6
5137,MOXD1
5138,SCAMP3
5139,SLC39A2
5140,KCNA2
5141,SYNE2
5142,TMEM31
5143,GPR151
5144,KIAA0040
5145,CLDN11
5146,TCTN2
5147,SLC36A1
5148,LCLAT1
5149,SLC39A4
5150,SLC7A7
5151,TARM1
5152,PKHD1
5153,MARCHF2
5154,ALG10B
5155,EPHB6
5156,ERN2
5157,GALNT12
5158,OR10A7
5159,FCRL6
5160,HLA-DOA
5161,CDH5
5162,QSOX2
5163,NCEH1
5164,ATP2B1
5165,FAM155A
5166,FUT4
5167,TAS2R10
5168,SLC30A7
5169,CD5
5170,TSPAN2
5171,GIMAP5
5172,TMEM170B
5173,TSPAN16
5174,MRC1
5175,GREB1
5176,ADORA2A
5177,TAPBP
5178,RARRES1
5179,SDR16C5
5180,MS4A6A
5181,CLECL1
5182,VSIG4
5183,TMEM151A
5184,PDGFRB
5185,GGT6
5186,KHDC1
5187,CX3CL1
5188,CALY
5189,SLC52A3
5190,CALHM5
5191,SLAMF9
5192,HLA-C
5193,DSG4
5194,KCNMB4
5195,FNDC3A
5196,KIR2DL5B
