Number,Gene Name, SCimilarity Attribution Score, Transmembrane Domain?
11699,CFAP53,2.433020540141579e-05,False
11700,TMEM199,2.431179283217419e-05,True
11701,RRP8,2.4308613837259338e-05,False
11702,MRC1,2.430393987249573e-05,True
11703,MUC12,2.4302659561748163e-05,True
11704,ZNF280C,2.4295399968269696e-05,False
11705,SNRPF,2.429035806177923e-05,False
11707,RHPN2,2.4287424760587668e-05,False
11708,DVL2,2.428702144259781e-05,False
11709,C1QC,2.4281228487644217e-05,False
11710,RPL24,2.4278131131488863e-05,False
11711,SAP30L,2.4274228252845e-05,False
11712,CHRNA6,2.4272984173179477e-05,True
11713,ETHE1,2.4266616685876085e-05,False
11714,SLC45A2,2.4266315156278032e-05,True
11715,ARRDC4,2.4249970044193844e-05,False
11716,CHTF8,2.423611880774773e-05,False
11717,ALKBH6,2.423017907828634e-05,False
11718,MELTF,2.421675740417268e-05,False
11719,GPRC5C,2.4213211751179206e-05,True
11720,ABHD11,2.4208558405221865e-05,False
11721,NPRL2,2.4202425667973037e-05,False
11725,HLA-F,2.419651866033257e-05,True
11726,TRIM16L,2.4184813813145563e-05,False
11727,COMMD4,2.41845476847564e-05,False
11729,NACC1,2.416619421174506e-05,False
11730,HCRT,2.4154852640250192e-05,False
11731,PLXNB1,2.4152276972622475e-05,True
11732,MYO15B,2.414823726543015e-05,False
11733,EXOSC5,2.414750851529139e-05,False
11735,PYM1,2.412742566897681e-05,False
11736,C17orf78,2.4125415148968574e-05,True
11737,PHEX,2.412489572953591e-05,True
11738,IFIT5,2.4124208188508792e-05,False
11739,BAP1,2.4123890109802084e-05,False
11741,RFX5,2.410654432269507e-05,False
11742,ANKRD30A,2.410272894322002e-05,False
11743,MRPL52,2.4092962754117747e-05,False
11744,RABEP2,2.409032863046259e-05,False
11745,C1orf226,2.4084570816686807e-05,False
11747,SGF29,2.4067739772759688e-05,False
11749,ARHGAP8,2.4054736081269125e-05,False
11750,LAMTOR2,2.404827348555605e-05,False
11751,KNSTRN,2.4045708752807736e-05,False
11753,ODC1,2.4041636852886808e-05,False
11754,SEPSECS,2.404114591195976e-05,False
11755,LRRC8D,2.4036574301743112e-05,True
11756,CCDC77,2.403138757096449e-05,False
11757,ASIP,2.4028802404007223e-05,False
11758,BOP1,2.402635330506549e-05,False
11759,VSTM5,2.402362355750444e-05,True
11760,TP63,2.401182167183124e-05,False
11761,RDH13,2.3997583494411924e-05,False
11762,RHOA,2.399294712585972e-05,False
11763,ATAD3B,2.39856875936135e-05,False
11765,MAP1LC3B2,2.39706011554212e-05,False
11766,FGF10,2.397031997503884e-05,False
11767,BMP5,2.396466728088899e-05,False
11768,ARHGAP27,2.396231931361129e-05,False
11769,C21orf62-AS1,2.3950148113848212e-05,False
11771,RPL36AL,2.3947682307784507e-05,False
11773,MPI,2.3946854673969737e-05,False
11774,TRAF4,2.3942841244607705e-05,False
11776,STARD10,2.393751038356573e-05,False
11777,TBC1D8B,2.393735986142072e-05,False
11778,SMOX,2.393562970776143e-05,False
11779,NTF3,2.393301811757129e-05,False
11780,POP5,2.393282553733833e-05,False
11781,ENOSF1,2.393224079171524e-05,False
11782,TFEB,2.393032615434391e-05,False
11783,MLX,2.3925369849576277e-05,False
11784,FAM160B2,2.391278736160925e-05,False
11785,EIF4EBP1,2.3912591600533943e-05,False
11786,TDRD6,2.3910073373552625e-05,False
11787,TJAP1,2.39096428682212e-05,False
11788,EID2,2.390877661343676e-05,False
11790,RPS24,2.390214910940989e-05,False
11791,ALKAL2,2.3895479973200007e-05,False
11794,CRAMP1,2.3843668222506573e-05,False
11795,IGFBP4,2.3840965126916945e-05,False
11796,PSMD10,2.383862269478548e-05,False
11797,RIOK1,2.383262539775837e-05,False
11798,TMEM233,2.3830446787925864e-05,True
11800,ZNF229,2.382608788752049e-05,False
11801,SIKE1,2.381235428661752e-05,False
11802,CCNE2,2.380267567430542e-05,False
11803,HMCN1,2.3794426456202253e-05,False
11804,MBD6,2.3784995137644605e-05,False
11805,FAM84A,2.377622853506264e-05,False
11807,UFC1,2.3768157747648552e-05,False
11808,ALG10B,2.3763103997407304e-05,True
11810,BCKDHA,2.375070102288637e-05,False
11811,RASGRP3,2.3748847765762095e-05,False
11812,CC2D1B,2.3747282613668272e-05,False
11813,NES,2.374130835465092e-05,False
11814,PPP3R1,2.3740458456753775e-05,False
11815,UBIAD1,2.3738574125673915e-05,True
11816,NTMT1,2.372730356732281e-05,False
11817,PTBP1,2.3725559197870837e-05,False
11818,FANCI,2.3715530207128628e-05,False
11820,C1orf194,2.3709861871172165e-05,False
11821,TTC32,2.3702863218747517e-05,False
11822,CTSZ,2.36958654406298e-05,False
11824,SLC52A2,2.367885786481201e-05,True
11825,TINAG,2.36713643357722e-05,False
11826,SLC25A5,2.366551745659836e-05,True
11827,CNDP1,2.366080655839525e-05,False
11828,SMIM26,2.3654904285461583e-05,True
11829,UBXN10,2.365432884491636e-05,False
11830,CYB5D1,2.3648102842551452e-05,False
11831,RNASET2,2.364743387391303e-05,False
11832,ZNF3,2.36456306092254e-05,False
11833,IDH3B,2.363442283228721e-05,False
11836,C11orf1,2.3621762343196772e-05,False
11837,CNKSR3,2.3618944640294325e-05,False
11838,CASP2,2.361777783897612e-05,False
11839,MAPK15,2.36158880008412e-05,False
11840,KATNA1,2.3610349326762703e-05,False
11841,HENMT1,2.3604872073868105e-05,False
11842,N4BP3,2.3604725697605896e-05,False
11843,FHAD1,2.360197606454706e-05,False
11845,POLR2J,2.3583167819422463e-05,False
11846,TNS3,2.3581972890788503e-05,False
11847,ZNF639,2.3576005236739223e-05,False
11850,PROSER3,2.356181459169781e-05,False
11851,FTL,2.355920034100618e-05,False
11853,IRAK3,2.352225169270116e-05,False
11855,RRP1,2.3514364999792264e-05,False
11856,ZNF90,2.3512744909526723e-05,False
11857,ZNF418,2.350174963767977e-05,False
11858,FAM24B,2.350132443062477e-05,False
11861,MRO,2.349146763800612e-05,False
11862,LACTB2,2.348771236828032e-05,False
11865,CARD11,2.34695000662584e-05,False
11866,PSME2,2.3469068624147236e-05,False
11867,CDKL4,2.34666065085854e-05,False
11868,RXRG,2.3459612058477197e-05,False
11870,GUCA1B,2.3443673354960774e-05,False
11871,BNIP1,2.344359627356969e-05,True
11872,SLC24A5,2.343977997703766e-05,True
11874,STYX,2.3427301148399035e-05,False
11875,ZWILCH,2.342449174889231e-05,False
11876,PSMA7,2.341867721362096e-05,False
11877,MAF1,2.3418039951642636e-05,False
11878,CLEC3B,2.34154694499918e-05,False
11879,ZDHHC24,2.3414418582084765e-05,True
11880,AGAP5,2.340850935299924e-05,False
11881,RPS21,2.340684499635668e-05,False
11882,RPS23,2.340597850183853e-05,False
11884,TOR2A,2.3392802909374805e-05,False
11886,CREB3,2.3383484289864538e-05,True
11887,MAP3K7CL,2.338198128434032e-05,False
11888,ZNF239,2.337649405024109e-05,False
11890,TIMM22,2.3371290917108603e-05,True
11891,RARG,2.335449085834559e-05,False
11892,IZUMO4,2.3341456938283596e-05,False
11893,PHF23,2.3340479101490675e-05,False
11894,ZBED3,2.3338388538439387e-05,False
11895,PPCS,2.333065817935722e-05,False
11896,SESN2,2.3327554772202947e-05,False
11898,GNGT1,2.332540903666012e-05,False
11899,KIAA1143,2.3324255511132027e-05,False
11900,ELP6,2.3320757705699297e-05,False
11902,ZSCAN32,2.3308423856749704e-05,False
11903,RPS25,2.330740784635085e-05,False
11904,TFIP11,2.3298801665338333e-05,False
11905,HKR1,2.327819216082261e-05,False
11906,U2AF1L4,2.327300674566552e-05,True
11907,GLMP,2.3268319758558243e-05,True
11908,PRRT4,2.3261039279010396e-05,True
11909,PANX1,2.324991827666053e-05,True
11910,CCDC120,2.3247205074378096e-05,False
11912,PRSS53,2.3239954628343e-05,False
11913,KAT5,2.3233066967849268e-05,False
11914,DUSP28,2.3228448884550843e-05,False
11916,AVPI1,2.3202872489145496e-05,False
11917,ZNF48,2.319022579217241e-05,False
11918,BLNK,2.317993941629412e-05,False
11919,COMMD9,2.3175376745404717e-05,False
11920,TMEM143,2.3166826657842176e-05,True
11921,PSME3,2.3163437303120197e-05,False
11922,CCDC192,2.3154599809268936e-05,False
11924,DDX49,2.3151135027786155e-05,False
11925,MRPL16,2.3144735258848933e-05,False
11926,PPP1CA,2.3128741422760703e-05,False
11927,CMTR2,2.312172753311885e-05,False
11928,AGPAT2,2.3112004308644192e-05,True
11929,ZNF605,2.309900979758867e-05,False
11930,EIF1,2.3093174360821385e-05,False
11931,CCNA1,2.3089817696330804e-05,False
11932,LSMEM1,2.3081317247131995e-05,True
11933,CNTROB,2.307316522029719e-05,False
11934,CD300LF,2.3070901806987556e-05,True
11935,RPLP2,2.3069366873699408e-05,False
11936,MVK,2.305734091476664e-05,False
11939,ZNF181,2.3042430755734464e-05,False
11941,TMEM234,2.3025678997770905e-05,True
11942,TMEM69,2.301839758300336e-05,True
11943,TSTD1,2.301460628542312e-05,False
11944,PTPN22,2.3005865554802027e-05,False
11945,CTSH,2.29953012727264e-05,False
11946,TOR1AIP1,2.298858759632052e-05,True
11947,WDR1,2.2985331347082568e-05,False
11948,GPR37L1,2.298072167401309e-05,True
11949,TMEM203,2.2976696885271595e-05,True
11950,MYH7,2.297405697383016e-05,False
11951,ERAL1,2.294582526569148e-05,False
11952,IMP3,2.2945297487583797e-05,False
11953,ATRIP,2.294079184632479e-05,False
11955,YARS,2.29239473391218e-05,False
11956,PBLD,2.2922488428591543e-05,False
11959,MRPS18A,2.289981985034658e-05,False
11961,CBR1,2.289266636825804e-05,False
11962,FAM218A,2.2875596714713293e-05,False
11964,OCLN,2.2858469320827075e-05,True
11965,ORMDL3,2.283169904521665e-05,True
11967,C17orf51,2.281634994656136e-05,False
11968,CSTF2T,2.2809006906647395e-05,False
11970,NABP2,2.2805467877951097e-05,False
11971,GJA1,2.2800579439785997e-05,True
11972,TARDBP,2.2800276000635604e-05,False
11973,SLC4A9,2.279003784773516e-05,True
11974,PAQR6,2.2782446500500604e-05,True
11975,MCL1,2.2771692447724552e-05,True
11976,CHRNB2,2.2761068664297756e-05,True
11977,ASAP3,2.2760218932512085e-05,False
11978,APOC1,2.275192640534516e-05,False
